title,rating,username,description,date,image_urls,asin_number
Dont risk it.,1.0 out of 5 stars, Илона Вильховченко,"The bottle is missing seal, the cap when you unscrew should brake, it never did. One it's not full. Looks like anyone can put any oil they want inside the bottles. No didnt use it,  I will not risk it. Bought new bottles at local store of the same oil and both of them had aluminum seals.","Reviewed in the United States on December 16, 2019",https://images-na.ssl-images-amazon.com/images/I/71ff6iRA9dL._SY88.jpg,
Buyer beware,1.0 out of 5 stars,David,"My order was never shipped and it took them 3 weeks to issue me a refund. I love the oil, but the seller? Not so much.","Reviewed in the United States on August 29, 2022",,
The container was damaged leaking oil on garage floor.,1.0 out of 5 stars,Mark J. Sullivan,"I purchased six 5 quart containers.  I placed them in my shop.  One of the containers leaked and made a mess on the shop floor.  The floor is concrete so and some of the oil will permanently stain the concrete.
I think the Pennzoil oil is very good and prefer it to Mobile one.","Reviewed in the United States on March 19, 2020",,
Old!!!!,1.0 out of 5 stars,Cristian lopes,Don’t waste your time and money product it’s  from 2016. That’s just ridiculous. Additives have settled at the bottom. Not going to take my chances on this product.,"Reviewed in the United States on September 15, 2021",https://m.media-amazon.com/images/I/C1ZwNhmnD6S._SY88.jpg,
ITS A SCAM!,1.0 out of 5 stars,Amazon Customer,"This is not ultra platinum full synthetic. Do not waste your money thinking that it is, because it is a bold faced lie. Pretty disappointed to have spent the money for what I was expecting to be ultra platinum, to have only received platinum.","Reviewed in the United States on August 28, 2020","https://images-na.ssl-images-amazon.com/images/I/716ItrmZLlL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71YVLTk9ctL._SY88.jpg",
Great motor oil!,5.0 out of 5 stars,Edward H.,Perfect as advertised!,"Reviewed in the United States on August 3, 2023",,
My opinion this is the best oil for a gas engine.,5.0 out of 5 stars,Mr. Paul,"My truck has 260,000 miles, 08 chevy truck.  Never has used a drop of oil runs great. Had it since new.","Reviewed in the United States on July 17, 2023",,
Best Seller Ever,5.0 out of 5 stars,Amir_C.H,"Best seller ever. I have purchased 3 times from them, this time they left me one quart extra. Also my Dodge takes 7 quarts so it helps. Thank you guys!","Reviewed in the United States on July 10, 2023",https://m.media-amazon.com/images/I/71aGRE5kaLL._SY88.jpg,
Far exceeded my expectations of Pennzoil after a year of use.,5.0 out of 5 stars,Dennis,"I was raised with the thought mentality of vehicle maintenance. (My father was a machanic). 30yrs ago, He started me out on changing oil, brakes, spark plugs when I was 7. So I’m a real stickler when it comes to a vehicle and upkeep. When it comes to certain products or parts, I have my go-to’s. Most of which came from my dad as what he’s experienced with his and other peoples vehicles. When it came to oil, pennzoil was not on that list. Castrol, Mobil, Valvoline. That’s it. And wix for the filter. (I’ve still yet to use Mobil). I used castrol when I was younger, moved to Valvoline when I worked for them, and after. Working for Valvoline, I learned a lot about motor oils and new technologies in production and the make up. Since vehicles have changed so much in todays time, and oil prices have risen, I started looking on Amazon and decided to research this oil a bit more. Price point was right where I wanted. I ended up deciding to try it. So far, after 3 oil changes and a year later, I must say I’m highly impressed. I’ve only ever used WIX XP filter on my vehicle since day one. I drive 90% highway miles, and change my oil/filter every 6,000 miles. I know I could go further per Ford, WIX, Pennzoil recommendations/statements. But like I said, I’m a bit anal. Also, I’m not typically easy going. I go 80mph down highway, and lay into it when I have to. The car sees 100 probably more times in a week than most see in a lifetime. And faster when there’s no other cars around and it’s straight. So far, at 102,000 miles, oil still drains out slightly discolored from the amber color and translucent. If not, more so since the switch. My oil filter is a large contributor in that, but not to take it away from the oil itself. So I highly recommend this product for its durability, cleanliness, purity, life. Not every oil can take all the elements my car sees and not sheer and breakdown quick. That goes for my driving, weather in Ohio, etc etc. I also use this in my wife’s ‘18 grand caravan. Which has worse extremes since it’s 99% in town short trips. Work is a 15min drive across town and shut off. And she’s always running late so she’s not easy either. It gets changed more frequently. Oil has held up great in it, and I’ve noticed it coming out cleaner using this and the wix xp on it. But we got it used with 40k miles on it. Since her oil light is 10k miles, and most people don’t use correct oil for vehicles, I can only imagine how oil was changed and probably with conventional before we got it. 🤷🏼‍♂️ So that’s another testament to this oil. If you do proper maintenance and use quality products, the filter will filter out more deposits and carbon, the oil will stay cleaner and be able to pick those up to take to the filter, and it won’t be able to build up and leave sludge/deposits to where it comes out black as night every time. And this oil has proven to do so.","Reviewed in the United States on January 21, 2022",,
The only oil I'll buy,5.0 out of 5 stars,B D,"For the price, this is #3 only behind Amsoil and Redline. Since both of those are double the cost, this one takes the cake. Watch the ProjectFarm championship and you will understand why this is the oil to buy.","Reviewed in the United States on July 5, 2023",,
Cheap when buying this way,5.0 out of 5 stars,Scott S.,"It is much cheaper buying this way then it is any other way.  I am using this in my 2017 GMC Yukon. So far, so good.","Reviewed in the United States on July 9, 2023",,
Used For My Generac Generator,5.0 out of 5 stars,Amazon Customer,"I specifically use this oil with my Generac generator. I have a 22kw air cooled unit.
Overall the oil last a long time and I would recommend it.","Reviewed in the United States on July 6, 2023",,
Highly recommended,5.0 out of 5 stars,Bobby Taylor,I have an 07 Avalanche with the dreaded afm crap. I would occasionally get a lifter tick when using Mobil 1 but since I switched to Pennzoil Ultra Platinum synthetic it doesn’t do it anymore. The engine also runs smoother as well.,"Reviewed in the United States on June 28, 2023",,
Great oil,5.0 out of 5 stars,brad beard,Best price around. Ultra platinum is hard to find in stores and is reported by many car enthusiasts to be some of the best oil out there. I always stock up when it goes on sale.,"Reviewed in the United States on June 25, 2023",,
Got when I ordered. The oils production was is in 2023,5.0 out of 5 stars,Wil,"The oils are fresh, 2023 year which is good. I bought these due to my car taking 5.3qt. So these will last awhile. Also got it for a good price. The PUP is hard to get at a low price and it’s always out of stock.","Reviewed in the United States on June 16, 2023",,
Additive package does indeed drop out.,4.0 out of 5 stars,shaunie81,"This is super hard to find. The only place that I find that carried the 5W-30 was Amazon. It’s their premium product and I drive a turbo charged WRX. I can confirm that the additive package does “drop out”. I’m not sure if you need that brown stuff. I did shake it up. Outside temp was 38 F. I’m a little disappointed, never saw any of this nonsense in Mobil 1.
Update:
Did some research on the additive drop out and per Pennzoil it’s a normal occurence. Still hard to believe that this is normal. Shook up the container with the rest of the oil dribblings and poured that additive it into the car. Overall have not noticed a difference in gas mileage or performance. Using Mobil 1 extended performance filters so figure if it’s junk it will get filtered well. This is still a top rated oil. Buying it by the jug makes the most sense since the quart bottles are almost 9-10 bucks a pop. Purchased some extra ones from usplastic for the next oil change","Reviewed in the United States on January 4, 2019","https://images-na.ssl-images-amazon.com/images/I/616Gs5Pa7QL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/61eU0C6lM5L._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/61z-NazcMuL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71QKdc7298L._SY88.jpg",
Quality.,4.0 out of 5 stars,Amazon Customer,Trusted brand.  Happy with product.  Recommended.,"Reviewed in the United States on August 8, 2022",,
Good quality,4.0 out of 5 stars,Scott Seavey,Good quality,"Reviewed in the United States on July 30, 2022",,
Pennzoil Ultra Platinum 5W-30 is NOT Dexos1,4.0 out of 5 stars,Cat,"This doesn't show any sign of dexos1. When you go to their website and look at the specification for this oil, it tells you that this is dexos1 certified. But when I ordered the Pennzoil Ultra Platinum 5w-30 it doesn't show dexos1 or even the license at the back. Is this just because of the new packaging. Now I'm really hesitant to put this on my Chevrolet Traverse.
Update: I called Pennzoil's customer service and they told me that even though it's not in the bottle, their product is still dexos certified. The data sheets on their website is correct. This is just a marketing decision because they are being charged a few cents for putting that in the bottle. And they are in transition to dexos Gen 2. He said sooner we will see Gen 2 stickers on their bottle which is also backward compatible.","Reviewed in the United States on July 26, 2017",,
This is old SN-Plus stock from 2020,4.0 out of 5 stars,David Ouellette,"not really an issue for me, but states it is GF-6, which would be the new SP standard, but what I received was SN-Plus stock bottled in Aug 2020.","Reviewed in the United States on January 3, 2022",,
Great value. Excellent product. Took a while to ship.,4.0 out of 5 stars,Jeffrey L Mills,Excellent product. Great value for the money. Took a while to ship.,"Reviewed in the United States on March 12, 2022",,
Not the latest stuff,4.0 out of 5 stars,Jack O'Hara,"Contrary to what's shown in the picture, what I received is ILSAC GF-5A (not GF-6A), and API SN (not SP). I was also alarmed after taking off the cap to find there wasn't a foil seal on the jug, because I thought all bottles of motor oil came with such a seal. This was my first purchase of Pennzoil, so I'm just hoping this brand doesn't use it.","Reviewed in the United States on November 26, 2020",,
Awesome product,4.0 out of 5 stars,J. Glavin,"I like the convenience of the 5 gallon size just wish it was perhaps 8 gallons
Con - you have to pour this into a quart size (used) oil container to use to dispense the oil into the engine .
Wish they had a pump from the container to the engine oil dispenser. Hence 4 stars","Reviewed in the United States on April 16, 2021",,
Wrong spec in image.,4.0 out of 5 stars,User,"Oil is fine shipped clean and sealed. The photo shows this is the new SP spec oil but actual product is the older SN spec. Not a huge deal for one oil change, certainly not enough to return, but disappointing. If you go through the trouble of updating the image, update your inventory as well.","Reviewed in the United States on February 21, 2021",,
Penzoil has stepped up there Game!,4.0 out of 5 stars,ROB,Performs about as well as a soil from the feel of it. But the price is way easier on the bank. Never have liked penzoil but it looks like they’ve stepped there game up. I’ll be running it again for another round and get a little better feel of it. So far is highly recommend it!,"Reviewed in the United States on March 23, 2021",,
"Oil is great, packaging was terrible",3.0 out of 5 stars,Stephen & Kelsey,"Nothing wrong with the oil itself, but the packaging was terrible. Oil was leaking everywhere. No tape on the caps or anything.","Reviewed in the United States on September 18, 2022",,
don't use it on a Subaru,3.0 out of 5 stars,LH,"I changed it back to Subaru certified oil in 2 weeks, you would feel the difference!","Reviewed in the United States on September 13, 2022",,
(Updated) Good Oil If You Don't Mind Being Screwed Out Of the Rebate!,3.0 out of 5 stars,Tony No Baloney,"8.12.2018 Update: I feel compelled to update my review since I did ultimately get the rebate. I don’t know if it was a result of contacting Amazon CS or a mistake by Pennzoil to send the rejected postcard notification in the first place.
Let me say upfront that I am certain that this oil is of high quality so I wont go into that. You really cant go wrong with any name brand oil provided it is of the correct type and weight for your vehicle. Now for the reason I gave this oil 3 stars; I selected this brand because of the rebate associated with it at the time, $10 per 5 quart jug, limit 2 per household. Fast forward to today 7/30/2018 and instead of the rebate I got a postcard stating that my submission didn't qualify because it was a ""duplicate submission"". Knowing this was in error I tried to reach the rebate center listed on the rebate form to follow up on this. What I got was a ""Forbidden"" message in big black letters. Therefore Pennzoil and Shell (mother corp) will be forbidden next time I need oil!","Reviewed in the United States on July 30, 2018",,
Not as good as it once was.,3.0 out of 5 stars,Troy M.,"I liked this product when I started using it but after a while it started burning off. At the rate of a pint for every tank of gas. I thought there was something wrong with the car but after seeing others were having the same problem I switched brands and it stopped happening. This is too expensive, too hard to find, and the burn off was the end of it for me.","Reviewed in the United States on November 20, 2021",,
NO SEAL WHEN YOU OPEN THE CAP ON THE BOTTLE!!!,3.0 out of 5 stars,Alex Park,"I gave it a 3 star because when I first got the package, the cap seems like it was opened and there was no seal when you opened the cap. I was a little skeptical because it seems like someone opened it already but I still poured it in my vehicle. Other than that, I'm a huge fan of using Pennzoil Ultra... But I wasn't sure if it was actually the Pennzoil Ultra itself because there were no seal when I opened the cap. I hope it is and I will give an update.
Whoever is the shipper should never open the white seal. The cap should have a white seal after you open the cap on the bottle and I didn't see the seal when I opened the cap so I just had a feeling that someone opened the seal. I hope it is the right oil on this product otherwise I'll sue the shipper or the owner who is selling this product!!!!!","Reviewed in the United States on October 13, 2018",,
Hopefully the correct oil,3.0 out of 5 stars,Michelle Chmela,Decided on this oil  as being highly recommended when i switched from a chevy to a ram.  Package come in undamaged and clean BUT.. it makes me very unsettled that there is not a good tamper seal on the jugs. i see the inside of the cap has the seal like they do on soda bottles but the tamper ring did not separate on any of the bottles when i took the cap off. Very poor design for such a highly recommended oil. I am unsure if i will make another purchase.,"Reviewed in the United States on July 15, 2020",,
"BEWARE!  Ordered GF-6 rated as advertised, Received old stock GF-5... Old stock, NOT the same!",3.0 out of 5 stars,Savy Consumer,"Intended to use this GF-6 rated product to help deal with 2019 Ford F150 Eccoboost low-speed pre-ignition issues, but was sent old-spec, old stock GF-5 stuff, which is NOT the same, and does not help resolve this very serious engine issue. Older oil ratings are virtually obsolete and should not be used(if you value your engine!) Pennzoil GF-6 rated oil would deserve full five-star ratings, but old, obsolete products, not so much.","Reviewed in the United States on January 13, 2021",,
Best for Mopar,3.0 out of 5 stars,Face,5w-20 seems thin for a 5.7 Hemi but that’s what it calls for and this exact brand seems to work better than any other. Use Mopar oil filters only.,"Reviewed in the United States on March 23, 2022",,
Early comparison of performance comparison of Pennzoil Ultra Platinum 5W-30 to Amsoil Signature Series 5W-30,3.0 out of 5 stars,RBK,"I had been using Amsoil Signature Series 5W-30 in a 1998 Honda Odyssey which performed very well all the way out to 15,000 miles.  For comparison, I thought I would give Pennzoil 5W-30 Ultra Platinum a try.
I am about 2,000 miles into the Ultra Platinum and what I have observed so far is that the engine appears to be running hotter (202-204 degrees F on Pennzoil vs 194-198 degrees F Amsoil).  On startup, lifters are a bit noisier on Pennzoil but that could because of the relatively light viscosity of the newer oil (2,000 miles on Pennzoil vs 10,000 miles plus Amsoil).
The millage is close but appears to be a bit better with the Amsoil at  24.6-25.7 mpg vs 23.6-24.7 mpg for Pennzoil.
I will add more information to this review as I add more mile to the engine with the Pennzoil.","Reviewed in the United States on October 4, 2016",,
The Bottles Cap were not securely tightened that has led ...,3.0 out of 5 stars,Muntasir M. Al Hussain,"The Bottles Cap were not securely tightened that has led to minor leakage. The Pennzoil Ultra platinum Full Synthetic with pure plus technology known to be filled in  granite color bottles tends to black and the bottle should state that this kind of motor oil has been approved by GM DEXOS-1 Motor Oil. the bottles received have missing such information. The cartoon has the same blue, white and black color as i used to but the bottles inside came in yellow colors that previously sates "" PENNZOIL FULL SYNTHETIC OIL WITHOUT STATING; ULTRA PLATINUM"". HOPEFULLY it has the same properties that come with the Oil filled into the Dark granite Color!!!","Reviewed in the United States on June 28, 2018","https://images-na.ssl-images-amazon.com/images/I/61HH+Z6v7GL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71V0O9wlXnL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71WdAoC9FrL._SY88.jpg",
misleading advertisement,2.0 out of 5 stars,Andrew J Byrne,"Wasn't the ""Ultra"" Platinum as advertised, just regular Platinum which can be bought in stores","Reviewed in the United States on August 2, 2021",,
Misrepresented certification,2.0 out of 5 stars,Mark M.,Should not be allowed to show ILSAC GF-6A in photos when shipped product is GF-5.  Buyer beware.,"Reviewed in the United States on December 30, 2020",,
Pennzoil ultra,2.0 out of 5 stars,Coiny Mejia,"Before I decided to buy this product I checked all reviewed about the product.
I was using convectional oil in my LR2. and I was filling my gas tank every two
weeks expending only $23 per two weeks, after I put Pennzoil ultra I am expending
$32 per every two weeks. I can not wait for summer to change the oil back to convectional oil.","Reviewed in the United States on February 25, 2017",,
Expired,2.0 out of 5 stars,Joe Bates,This oil was expired by over 2 years.,"Reviewed in the United States on March 28, 2021",,
Breaks down and evaporates,2.0 out of 5 stars,Sam T.,There is a reason this is a cheaper synthetic that always has a rebate. Lost two quarts over 2K miles. Changed back to supertech and no oil consumption.,"Reviewed in the United States on January 30, 2019",,
They need to renew their stock,2.0 out of 5 stars,checksum,"Mine has a date of Nov2016, 2 years old. Don't want to use it","Reviewed in the United States on February 12, 2019",https://images-na.ssl-images-amazon.com/images/I/41vzub41IpL._SY88.jpg,
Caps of bottles loose,2.0 out of 5 stars,Cottonwoodz,Mine arrived leaking oil.... All the caps where loose. Don't know if it's actually the product I bought.,"Reviewed in the United States on July 23, 2017",,
Two Stars,2.0 out of 5 stars,frank j.,This is old stock non Dexos certified oil.,"Reviewed in the United States on October 22, 2017",,
Two Stars,2.0 out of 5 stars,Frank Kovacic,Very pricey,"Reviewed in the United States on July 19, 2017",,
