title,rating,username,description,date,image_urls,asin_number,product_url
Misleading product description or i received the wrong order,1.0 out of 5 stars,Autumn Storm Liska,"I thought i was ordering a case of six (1 qt) bottles, as is stated in the product description. However only one (1 qt) bottle showed up. Misleading so beware.","Reviewed in the United States on April 3, 2020",,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_6%3FpageNumber%3D6%26filterByStar%3Done_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Oil,1.0 out of 5 stars,Chris loper,Well when I got it the box onthe outside was soaked with oil an the 5 quart jug had a 2 inch long crack on the bottom,"Reviewed in the United States on April 3, 2020",,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_6%3FpageNumber%3D6%26filterByStar%3Done_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
It isn't Dexos approved.,1.0 out of 5 stars,Victor M Cordova,"The photo shows a product with the ""Dexos Approved"" specification (a green stamp on the lower right corner) but the real product doesn't have the Dexos stamp. I bought it because of it and it didn't result as expected. Sellers should put the real photos.","Reviewed in the United States on November 10, 2017",,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_6%3FpageNumber%3D6%26filterByStar%3Done_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
It’s oil,1.0 out of 5 stars,Amazon Customer,Again it’s oil,"Reviewed in the United States on December 10, 2021",,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_6%3FpageNumber%3D6%26filterByStar%3Done_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Read comments!,1.0 out of 5 stars,Apoc Hunting,Junk didn't even get sent to the right place!,"Reviewed in the United States on July 20, 2021",,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_6%3FpageNumber%3D6%26filterByStar%3Done_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
One galon broken,1.0 out of 5 stars,mehdi nekoui,One galon broken,"Reviewed in the United States on November 12, 2021",https://m.media-amazon.com/images/I/81YP1T7CucL._SY88.jpg,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_6%3FpageNumber%3D6%26filterByStar%3Done_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
MISLEADING PRICE,1.0 out of 5 stars,James Carlisle,PRICE FOR ONE 5 QT DOES NOT TRANSLATE TO 5 QT PURCHASE.  THIS IS MISLEADING AT BEST AND DECEPTIVE AT WORST.,"Reviewed in the United States on June 22, 2020",,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_6%3FpageNumber%3D6%26filterByStar%3Done_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Un galón llegó sin tapa y el otro el sello abierto derramando aceite,1.0 out of 5 stars,Reynaldo Ramírez Denis,"
                    The media could not be loaded.
                ","Reviewed in the United States on May 31, 2022",https://m.media-amazon.com/images/I/71Tn+k1fQrL._SY88.jpg,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_6%3FpageNumber%3D6%26filterByStar%3Done_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Scam,1.0 out of 5 stars,russell,The order was never filled,"Reviewed in the United States on July 20, 2021",,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_6%3FpageNumber%3D6%26filterByStar%3Done_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Oil leaked out everywhere...,1.0 out of 5 stars,Timothy Pannell,"Received the oil today after having to reorder it.I guess it got lost in the mail, and there was oil leaked out all over the box.","Reviewed in the United States on January 16, 2020",,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_6%3FpageNumber%3D6%26filterByStar%3Done_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
The oil to use in a high-milage vehicle.,5.0 out of 5 stars,Kenneth E. Lundquist,"This is the only oil I'll use in my 2001 Silverado that has 220,000 miles on it.
5qts here for less than I'd pay for 3qts at the local convenience store.","Reviewed in the United States on June 21, 2023",https://m.media-amazon.com/images/I/612tAZQ2v+L._SY88.jpg,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_5%3FpageNumber%3D5%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
A top brand name,5.0 out of 5 stars,A. V. Giammatteo,The price is always fair and it leaves me extra oil for next time. My Kia soul only takes 3 quarts on the change.,"Reviewed in the United States on June 24, 2023",,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_5%3FpageNumber%3D5%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Perfect oil for a high mileage vehicle!,5.0 out of 5 stars,James B Funk,"Always shipped on time, perfectly packaged, and a durable product I need for my high-mileages vehicle.","Reviewed in the United States on June 30, 2023",https://m.media-amazon.com/images/I/81P+HbNS35L._SY88.jpg,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_5%3FpageNumber%3D5%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Worth the price,5.0 out of 5 stars,Sabrina,Exactly what I needed,"Reviewed in the United States on July 8, 2023",,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_5%3FpageNumber%3D5%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Just oil,5.0 out of 5 stars,andrew strakos,Does what it is suppose to,"Reviewed in the United States on July 5, 2023",,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_5%3FpageNumber%3D5%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Cheap price for a good product,5.0 out of 5 stars,Vicente B.,Valvoline is a excellent brand.,"Reviewed in the United States on July 4, 2023",,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_5%3FpageNumber%3D5%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Car oil,5.0 out of 5 stars,Tina Spencer-King,"Good price point, good brand & quick delivery & great mileage","Reviewed in the United States on June 26, 2023",,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_5%3FpageNumber%3D5%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Nice,5.0 out of 5 stars,Janice Spicuzza,This product always works well for me.  I buy it all the time no problems.,"Reviewed in the United States on June 22, 2023",,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_5%3FpageNumber%3D5%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Cheaper than at the store,5.0 out of 5 stars,❤️HoneySoba❤️,Exact product as in store just cheaper and more convenient to ship to my house.,"Reviewed in the United States on June 15, 2023",,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_5%3FpageNumber%3D5%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
great for high mile cars vans  ect,5.0 out of 5 stars,Getcracking,great for high mile cars vans  ect  price  was good,"Reviewed in the United States on June 20, 2023",,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_5%3FpageNumber%3D5%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Works fine,4.0 out of 5 stars,EddieAmazon,"My only gripe is it's hard to carry with one hand.  Wish the top of the container had a ""grip"" to really grab hold of it.  It's got what looks like the start of a grip.  But it's really just an indentation that isn't enough to hold onto unless the container is empty.  My 195k mile 351 Windsor engine likes this oil just fine though.","Reviewed in the United States on August 9, 2019",,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_5%3FpageNumber%3D5%26filterByStar%3Dfour_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Great oil,4.0 out of 5 stars,George siopidis,"This oil last me  10000
Miles","Reviewed in the United States on November 24, 2021",,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_5%3FpageNumber%3D5%26filterByStar%3Dfour_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
It's Oil...,4.0 out of 5 stars,Joseph Martin,"For high millage cars. Possibly the best thing you can treat your vehicle to during an oil change when the odometer reads over 75,000 miles, putting anything less in would be doing it a disservice. Of course you should always check your owners manual to find out what grade oil you need, but for a 2014 Chevy Volt, Full Synthetic 5W-30 with the Dextros Seal of approval is exactly what the mechanic called for.","Reviewed in the United States on February 6, 2019",,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_5%3FpageNumber%3D5%26filterByStar%3Dfour_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
"Great oil , cheaper than others brands and does the job.",4.0 out of 5 stars,carlos diaz,I am not an engineer but as a car owner and after using this oil for many years I believe valvoline oil is great for my cars because it does what it supposed to do ;lubricate the engine's internal components  and keep it running  free of internal problems.,"Reviewed in the United States on March 6, 2020",,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_5%3FpageNumber%3D5%26filterByStar%3Dfour_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Using this on most of our vehicles..  Amazon price too high though.,4.0 out of 5 stars,Nigel,"Been using this for a while now.  Get's great reviews and overall is nice oil.
Noticed my ranger didn't burn nearly as much using this compared to others.  Use this on my truck and wife's car and have zero issues with it.
One note about Amazon is the price continues to go higher and higher on this for some reason... You can go to Wally World for the SAME thing and get it for $15... I used to buy it here but at double the cost is not worth it anymore.  So I get it locally.","Reviewed in the United States on February 23, 2016",,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_5%3FpageNumber%3D5%26filterByStar%3Dfour_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
synthetic 10-40 good deal,4.0 out of 5 stars,Michael,It comes in an easy pour plastic container.,"Reviewed in the United States on August 27, 2021",,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_5%3FpageNumber%3D5%26filterByStar%3Dfour_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
It's oil,4.0 out of 5 stars,P. Boyle,It's oil. I have been using this for years in my 99 gm van and a 95 4runner. It works,"Reviewed in the United States on April 7, 2021",,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_5%3FpageNumber%3D5%26filterByStar%3Dfour_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Super high mileage…..!!,4.0 out of 5 stars,SEIKH    MANIRUL   ISLAM,Perfect for old vehicles.,"Reviewed in the United States on September 25, 2021",,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_5%3FpageNumber%3D5%26filterByStar%3Dfour_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Review,4.0 out of 5 stars,Chad Baker,Does it job,"Reviewed in the United States on October 7, 2021",,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_5%3FpageNumber%3D5%26filterByStar%3Dfour_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Decent oil - used in a motorcycle,4.0 out of 5 stars,Amazon Customer,"Used in a 2013 Suzuki boulevard m90 moto that called for this weight of oil. Had a tough time finding a synthetic at this weight, and would have preferred different properties other than high mileage. But so far, so good, and i haven’t noticed a difference in performance. I believe this maybe a semi- synthetic or blend- I had to go to the manufactures website to confirm.","Reviewed in the United States on January 6, 2019",,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_5%3FpageNumber%3D5%26filterByStar%3Dfour_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Three Stars,3.0 out of 5 stars,Tom Broadbent,OK PRICE,"Reviewed in the United States on February 27, 2018",,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_5%3FpageNumber%3D5%26filterByStar%3Dthree_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
R500 oil,3.0 out of 5 stars,Evan Adams,Our Mercedes R500 just eats oil.  Not all stations keep synthetic in stock.  So we buy this by the case to have in the car and garage i'just in case',"Reviewed in the United States on September 14, 2013",,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_5%3FpageNumber%3D5%26filterByStar%3Dthree_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Three Stars,3.0 out of 5 stars,Neal E.,"Runs through my wife's car like water,  but so does everything else.","Reviewed in the United States on February 28, 2016",,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_5%3FpageNumber%3D5%26filterByStar%3Dthree_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Three Stars,3.0 out of 5 stars,diy enthusiast,Package leaked when received it ...,"Reviewed in the United States on March 7, 2016",,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_5%3FpageNumber%3D5%26filterByStar%3Dthree_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Three Stars,3.0 out of 5 stars,madhat,"One jug leaked during shipping, I am 1/2 quart short.","Reviewed in the United States on May 30, 2015",,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_5%3FpageNumber%3D5%26filterByStar%3Dthree_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Three Stars,3.0 out of 5 stars,flyboy340,GOOD !!! Fast Shipping,"Reviewed in the United States on February 19, 2015",,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_5%3FpageNumber%3D5%26filterByStar%3Dthree_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Nothing special about this oil,3.0 out of 5 stars,Sagar,"This is just a regular oil with false claim it seems.
I only used this for the first time but I felt it didn't last as long as it claims. Not even close.
I know usually the mileage written on this are in a perfect conditions and yet this wasn't even close.
The engine started to heat up a lot more once the mileage started going up.","Reviewed in the United States on December 8, 2021",,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_5%3FpageNumber%3D5%26filterByStar%3Dthree_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Why only synthetic,3.0 out of 5 stars,Sara Small,"Why is there no conventional on Amazon, Why is it only synthetic","Reviewed in the United States on March 20, 2021",,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_5%3FpageNumber%3D5%26filterByStar%3Dthree_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Three Stars,3.0 out of 5 stars,HOWARD,"Product TitleValvoline MaxLife High Mileage 5W-30 Motor Oil, 5 Quarts
Price
$17.87..... WALLY WORLD","Reviewed in the United States on April 24, 2018",,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_5%3FpageNumber%3D5%26filterByStar%3Dthree_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Three Stars,3.0 out of 5 stars,christine,"Dont need to return, cancel this return","Reviewed in the United States on October 31, 2016",,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_5%3FpageNumber%3D5%26filterByStar%3Dthree_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Check the label before opening,1.0 out of 5 stars,T. Drouillard,"I ordered 5W20, received 10W30. I poured it into the engine, noticed the label, and drained it all out into the used oil container. Thank goodness I noticed before driving a bunch of miles on too-thick oil. How frustrating!","Reviewed in the United States on February 29, 2020",,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_5%3FpageNumber%3D5%26filterByStar%3Done_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
"Box completely saturated in oil, leaked everywhere.",1.0 out of 5 stars,Amazon Customer,"Package leaked all over my porch and driveway, can’t clean it. Box was completely saturated with oil. Unacceptable. Need to ship with upright designations, will leak if laid on side or upside down. Very disappointed. Complete mess.","Reviewed in the United States on September 4, 2020",,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_5%3FpageNumber%3D5%26filterByStar%3Done_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
La presentación ofrecida en la descripción no es la que envían!,1.0 out of 5 stars,Julio A. Iglesias,"Compré un producto que decía: ""Bortella de 1 litro, caja de 6 unidades"", es decir, deberían ser 6 litros y en su lugar, me llegaron garrafas de 4.3 litros o 1 galón, esto por el mismo precio, es decir, hay una oferta engañosa.","Reviewed in the United States on July 30, 2019",,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_5%3FpageNumber%3D5%26filterByStar%3Done_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
nada,1.0 out of 5 stars,Cliente de Amazon,"he recibido el galón de aceite abierto, perdida de mas de un cuarto, el embalaje todo derramado en aceite, lo acabo de arrojar a la basura, pensé en devolverlo pero no quiero embarrarme de aceite, dinero perdido","Reviewed in the United States on January 30, 2020",,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_5%3FpageNumber%3D5%26filterByStar%3Done_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Damaged product,1.0 out of 5 stars,Andrew,Damaged when arrived. The box was covered with oil,"Reviewed in the United States on February 6, 2022","https://m.media-amazon.com/images/I/61z9I0OoFNL._SY88.jpg
https://m.media-amazon.com/images/I/71esC5IqViL._SY88.jpg",B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_5%3FpageNumber%3D5%26filterByStar%3Done_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Damaged and did nothing for me,1.0 out of 5 stars,Tim,Damaged product no refund NOTHING,"Reviewed in the United States on April 1, 2022",,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_5%3FpageNumber%3D5%26filterByStar%3Done_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Do NOT WASTE YOUR MONEY!!,1.0 out of 5 stars,Ali B,"When I recurved this bottle of oil, it had already been opened and resealed. I’m almost positive it was filled with something else like cheap oil. DO NOT WASTE YOUR MONEY!","Reviewed in the United States on August 6, 2020",,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_5%3FpageNumber%3D5%26filterByStar%3Done_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Container may leak,1.0 out of 5 stars,FL,The lid or cap is not designed well. It leaked inside the box during delivery and made a mess on my porch. It looks like I lost about a quart of oil. Rest assured I will not buy this again!!!,"Reviewed in the United States on February 13, 2019",,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_5%3FpageNumber%3D5%26filterByStar%3Done_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
MOTOR OIL LEAKING EVERYWHERE,1.0 out of 5 stars,bob f germany,"At least pack the oil containers upright in the box like the manufacture does.  Jeez, what do you got, children working there?","Reviewed in the United States on December 5, 2020","https://images-na.ssl-images-amazon.com/images/I/81lK+T5jJyL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/81rWra7ogzL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/91DNM1+zcsL._SY88.jpg",B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_5%3FpageNumber%3D5%26filterByStar%3Done_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Poor product and delivery,1.0 out of 5 stars,Kindle Customer,This is how mybproduct arrived.  Leaking all over the box and my step.  Even their delivery picture shows the product leaking all over,"Reviewed in the United States on October 4, 2020",https://images-na.ssl-images-amazon.com/images/I/81e-OIAZwaL._SY88.jpg,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_5%3FpageNumber%3D5%26filterByStar%3Done_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
recommend this manufacturer,5.0 out of 5 stars,james gary dumars,GOOD PRICE AND QUALITY,"Reviewed in the United States on July 24, 2023",,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_4%3FpageNumber%3D4%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
"Good value, less pollution",5.0 out of 5 stars,Fort Vancouver Trading Co.,"Nice to have lower plastic packaging, and the bulk size saves $$. Easy to dispense.","Reviewed in the United States on July 20, 2023",,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_4%3FpageNumber%3D4%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Use it all the time.,5.0 out of 5 stars,Daniel D,Just the right amount for my car.,"Reviewed in the United States on July 23, 2023",,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_4%3FpageNumber%3D4%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Trusted name,5.0 out of 5 stars,Delwood Fargus ,I’ve been using valvoline oil for years . It’s never let me down .,"Reviewed in the United States on July 14, 2023",,B00AM1Z67O,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB00AM1Z67O%2Fref%3Dcm_cr_arp_d_paging_btm_next_4%3FpageNumber%3D4%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
